	L176_col_1	L176_vitro_1	L176_vitro_2	L176_vitro_3	L176_col_2	L176_col_3
cds3172	17	45	12	15	13	13
cds3173	53	100	75	47	57	88
cds3174	53	150	79	62	23	62
cds3175	12	33	28	14	6	7
cds3176	6	41	23	12	11	21
cds3177	130	153	43	31	103	107
cds3178	65	119	53	42	122	91
cds3179	180	238	146	76	160	124
cds318	153	1247	1492	671	111	98
cds3180	0	2	0	10	0	0
cds3181	3	2	2	10	4	3
cds3182	21	16	16	7	27	27
cds3183	12	10	6	24	9	6
cds3184	114	72	109	182	143	192
cds3185	97	49	102	90	40	34
cds3186	1	0	0	0	0	0
cds3187	0	0	0	0	0	6
cds3188	310	156	96	49	358	329
cds3189	1362	417	235	171	1183	1270
cds319	266	2026	2026	898	149	229
cds3190	13	9	0	0	8	21
cds3191	9	27	22	14	1	23
cds3192	2	13	1	6	1	6
cds3193	17	52	29	12	4	26
cds3194	1	0	2	0	4	11
cds3195	0	2	0	0	2	4
cds3196	7	88	68	34	18	16
cds3197	32	89	48	37	98	123
cds3198	0	0	0	2	4	0
cds3199	7	57	28	6	7	8
cds32	53	47	47	16	42	64
cds320	159	3851	3924	2127	86	168
cds3200	0	3	2	0	0	0
cds3201	0	39	18	8	0	0
cds3202	13	192	119	47	6	14
cds3203	54	1331	607	236	48	48
cds3204	23	521	253	93	26	50
cds3205	21	40	21	16	29	16
cds3206	21	58	22	6	22	58
cds3207	8	11	8	6	0	4
cds3208	24	105	43	44	54	39
cds3209	2	14	2	14	7	6
cds321	105	1621	1059	960	154	161
cds3210	34	145	10	22	119	94
cds3211	3	0	0	3	0	1
cds3212	10	9	2	8	32	9
cds3213	2	4	2	0	0	0
cds3214	0	3	0	0	0	4
cds3215	0	0	0	1	0	5
cds3216	0	0	0	0	0	0
cds3217	159	280	69	68	114	99
cds3218	273	224	110	90	321	340
cds3219	17	21	4	2	11	21
cds322	57	890	827	573	57	52
cds3220	23	29	15	14	24	33
cds3221	30	22	30	12	7	22
cds3222	20	18	12	4	18	50
cds3223	1	0	4	0	0	0
cds3224	1	15	23	6	0	5
cds3225	4	12	2	1	0	0
cds3226	41	74	54	20	46	40
cds3227	78	156	69	42	54	30
cds3228	41	6	9	0	58	132
cds3229	82	58	19	24	106	86
cds323	18	193	184	86	10	13
cds3230	201	1258	1061	449	152	373
cds3231	6	24	34	9	7	3
cds3232	20	58	25	11	9	49
cds3233	826	201	614	320	429	524
cds3234	1637	579	1422	569	988	963
cds3235	203	146	308	191	137	145
cds3236	43	27	21	62	91	75
cds3237	266	158	104	113	324	260
cds3238	41	52	49	20	41	56
cds3239	2	5	0	1	6	8
cds324	71	831	825	418	46	59
cds3240	2	48	37	37	5	9
cds3241	147	175	122	49	130	179
cds3242	39	219	108	53	45	102
cds3243	6	52	34	15	10	14
cds3244	23	21	12	3	1	10
cds3245	9	12	3	8	8	17
cds3246	39	62	66	30	56	63
cds3247	7	1	3	2	0	3
cds3248	73	106	65	39	42	34
cds3249	75	209	117	105	28	49
cds325	46	492	391	372	42	49
cds3250	203	296	82	97	160	170
cds3251	11	23	12	3	26	10
cds3252	165	193	149	87	148	209
cds3253	47	67	13	15	27	48
cds3254	1	4	11	2	5	10
cds3255	439	972	541	285	353	486
cds3256	60	334	126	61	32	85
cds3257	0	5	6	3	7	6
cds3258	4	8	3	6	6	14
cds3259	212	264	166	73	340	308
cds326	59	419	385	611	28	53
cds3260	11	27	38	8	15	27
cds3261	248	1892	1560	814	214	331
cds3262	32	167	150	98	8	45
cds3263	136	1020	707	485	140	185
cds3264	22	124	88	39	56	33
cds3265	47	254	188	66	43	45
cds3266	21	188	110	58	15	20
cds3267	28	107	100	35	19	50
cds3268	142	44	14	39	300	150
cds3269	41	136	81	43	32	82
cds327	24	376	363	223	16	37
cds3270	95	1093	1143	539	90	139
cds3271	16	188	162	108	5	14
cds3272	13	352	370	193	15	19
cds3273	13	511	583	408	30	66
cds3274	243	70	34	28	243	221
cds3275	341	24527	34204	15327	333	740
cds3276	97	734	905	586	75	109
cds3277	4	132	238	148	14	9
cds3278	1	79	79	62	5	10
cds3279	4	80	161	76	2	1
cds328	5	66	57	37	0	4
cds3280	5308	7132	3399	2172	2797	3206
cds3281	137	125	74	49	78	138
cds3282	4	7	10	4	2	3
cds3283	2	4	15	4	0	0
cds3284	9	21	11	13	30	16
cds3285	7	9	22	7	4	9
cds3286	11	25	19	15	13	18
cds3287	18	28	13	9	31	19
cds3288	137	551	364	108	72	132
cds3289	5	78	84	52	8	9
cds329	71	1001	1193	563	57	98
cds3290	6	91	58	22	3	24
cds3291	1	20	15	6	0	12
cds3292	12	7	0	0	5	4
cds3293	14	74	109	35	6	17
cds3294	0	91	81	53	4	8
cds3295	11	82	116	66	44	29
cds3296	8	12	8	1	5	12
cds3297	8	17	13	5	11	23
cds3298	24	12	10	6	12	28
cds3299	32	10	11	13	24	73
cds33	462	4648	3396	1528	425	548
cds330	183	3485	4125	1233	477	507
cds3300	8	1	1	0	0	6
cds3301	60	39	54	23	45	54
cds3302	4	7	2	8	6	1
cds3303	4	1	0	0	2	9
cds3304	3	1	2	1	9	12
cds3305	19	42	54	14	24	43
cds3306	16	84	90	20	9	16
cds3307	0	84	91	31	2	4
cds3308	25	469	569	182	8	52
cds3309	74	398	392	110	16	48
cds331	35	662	685	287	56	84
cds3310	21	37	8	6	14	17
cds3311	5	10	0	0	5	8
cds3312	34	18	89	20	29	33
cds3313	3	7	10	9	0	0
cds3314	55	280	415	157	50	86
cds3315	8	0	7	5	1	0
cds3316	0	0	0	0	0	0
cds3317	4	28	22	11	0	23
cds3318	11	25	15	7	1	11
cds3319	471	2018	1488	527	282	548
cds332	97	230	200	108	73	43
cds3320	259	4793	2218	1055	143	217
cds3321	16	392	167	96	42	11
cds3322	147	256	204	79	88	204
cds3323	117	56	13	10	96	80
cds3324	6	39	31	6	6	24
cds3325	5	23	20	6	21	17
cds3326	7	5	0	2	3	4
cds3327	108	47	29	14	64	225
cds3328	474	98	36	26	234	469
cds3329	43	119	47	23	32	37
cds333	776	2622	2345	1018	669	976
cds3330	60	73	40	14	30	22
cds3331	18	58	38	32	10	13
cds3332	45	122	54	40	50	43
cds3333	144	503	169	98	276	315
cds3334	10	44	3	6	2	3
cds3335	102	285	188	101	82	98
cds3336	3	22	21	8	0	17
cds3337	75	163	102	52	40	39
cds3338	977	453	178	154	1434	1302
cds3339	116	150	108	73	48	89
cds334	106	651	729	430	96	148
cds3340	185	238	174	117	142	228
cds3341	71	118	85	51	100	73
cds3342	110	517	516	195	166	163
cds3343	4032	12705	10990	5098	2412	2975
cds3344	467	6327	6188	2792	383	523
cds3345	24	48	65	24	18	4
cds3346	127	158	67	62	96	168
cds3347	0	4	0	0	0	3
cds3348	295	211	148	55	598	428
cds3349	69	104	52	11	28	31
cds335	64	121	136	33	28	64
cds3350	65	811	733	332	141	192
cds3351	963	1316	964	471	1270	1488
cds3352	32	143	142	56	32	21
cds3353	38	86	73	45	9	31
cds3354	55	126	108	46	75	107
cds3355	16	68	54	18	1	25
cds3356	82	75	63	26	35	34
cds3357	263	260	199	125	160	195
cds3358	32	90	75	33	34	19
cds3359	68	284	218	99	88	169
cds336	5	14	16	3	1	5
cds3360	4	59	52	27	21	11
cds3361	1	30	53	29	10	32
cds3362	43	67	31	40	49	28
cds3363	106	98	66	76	64	105
cds3364	686	1374	1018	538	222	323
cds3365	42	537	379	232	35	65
cds3366	17	198	174	122	5	21
cds3367	226	497	247	120	162	291
cds3368	90	326	349	162	43	58
cds3369	53	82	36	31	118	92
cds337	3	5	4	2	6	0
cds3370	434	830	761	542	374	381
cds3371	565	59	77	79	696	252
cds3372	16	50	15	17	75	51
cds3373	37	237	182	82	26	28
cds3374	80	441	371	177	141	133
cds3375	64	410	240	84	54	46
cds3376	4	17	19	6	9	7
cds3377	4	23	25	14	12	13
cds3378	12	39	10	2	2	3
cds3379	24	239	217	131	3	42
cds338	190	1235	1008	580	178	233
cds3380	19	319	381	157	1	34
cds3381	146	697	424	250	223	274
cds3382	140	293	1760	1695	111	241
cds3383	13	10	1711	1963	6	14
cds3384	9	9	1485	1485	4	6
cds3385	9	11	1907	2027	5	6
cds3386	47	34	1497	1830	39	45
cds3387	72	105	496	514	64	139
cds3388	4	25	105	80	1	6
cds3389	321	1895	1269	788	161	244
cds339	218	212	175	76	240	205
cds3390	91	278	368	231	62	92
cds3391	35	243	246	142	13	19
cds3392	58	54	32	8	57	62
cds3393	506	229	146	86	280	299
cds3394	117	419	401	226	46	55
cds3395	92	469	391	236	149	166
cds3396	498	12	5	18	345	192
cds3397	690	255	209	133	855	842
cds3398	29	33	11	10	26	33
cds3399	34	65	12	7	56	62
cds34	155	1136	744	383	182	223
cds340	13	107	85	10	6	13
cds3400	267	280	70	59	471	510
cds3401	7	28	10	12	14	28
cds3402	99	176	138	106	156	90
cds3403	10	4	5	3	6	0
cds3404	2	12	11	12	1	10
cds3405	91	185	239	122	158	177
cds3406	25	32	41	29	9	16
cds3407	93	163	113	87	124	109
cds3408	466	3312	2127	1294	485	564
cds3409	33	169	126	62	39	29
cds341	4938	201	433	231	2449	2067
cds3410	23	233	246	105	13	51
cds3411	253	725	371	328	190	299
cds3412	62	252	154	132	47	85
cds3413	68	141	113	93	57	74
cds3414	153	808	682	412	158	222
cds3415	164	56	50	32	254	212
cds3416	32	695	779	387	25	52
cds3417	8	99	101	49	6	11
cds3418	45	70	55	36	36	65
cds3419	137	194	87	87	83	116
cds342	27	16	10	7	25	70
cds3420	520	231	207	111	471	337
cds3421	75	89	68	42	53	138
cds3422	33	25	10	16	1	32
cds3423	234	1422	1343	645	163	188
cds3424	71	528	572	242	79	86
cds3425	1	32	34	37	11	0
cds3426	35	269	311	134	43	61
cds3427	28	43	88	45	35	30
cds3428	149	1991	3102	1367	116	124
cds3429	170	1881	2941	1714	120	227
cds343	56	34	25	11	35	16
cds3430	474	630	316	179	588	867
cds3431	185	352	264	139	325	255
cds3432	90	81	69	16	26	69
cds3433	97	165	117	65	37	73
cds3434	227	7	12	8	189	105
cds3435	480	19	12	18	227	103
cds3436	120	62	51	14	85	93
cds3437	65	123	86	60	44	71
cds3438	7	22	24	17	6	18
cds3439	62	159	95	50	64	95
cds344	423	752	614	310	314	425
cds3440	22	5	13	6	2	39
cds3441	7	18	18	8	4	13
cds3442	8	28	22	6	25	26
cds3443	11	4	2	6	14	7
cds3444	0	0	0	1	0	1
cds3445	2	16	3	4	8	7
cds3446	12	10	3	6	30	16
cds3447	0	1	0	1	3	0
cds3448	6	5	3	10	5	13
cds3449	10	7	16	3	49	23
cds345	43	133	78	32	31	8
cds3450	1	3	6	1	0	10
cds3451	188	40	34	15	261	207
cds3452	0	10	3	1	0	0
cds3453	0	1	2	2	0	2
cds3454	17	23	17	7	7	20
cds3455	41	31	20	10	46	76
cds3456	6	0	0	1	0	0
cds3457	12	3	10	5	0	20
cds3458	9	12	16	1	9	4
cds3459	1	9	6	0	6	6
cds346	79	374	239	140	46	71
cds3460	10	1	11	3	7	12
cds3461	0	0	0	0	0	0
cds3462	12	2	6	0	2	10
cds3463	8	9	1	4	11	2
cds3464	3	13	3	8	0	7
cds3465	14	10	13	4	4	24
cds3466	0	0	10	2	7	10
cds3467	27	17	12	4	26	24
cds3468	6	1	7	3	0	1
cds3469	0	0	0	0	14	0
cds347	243	784	675	305	211	344
cds3470	12	20	8	7	10	4
cds3471	13	12	16	10	13	16
cds3472	23	116	109	36	41	50
cds3473	25	23	10	8	23	24
cds3474	5	31	7	3	7	2
cds3475	92	409	396	158	74	84
cds3476	74	959	690	388	73	162
cds3477	101	615	437	254	45	81
cds3478	1	2	1	0	0	3
cds3479	7	0	0	4	0	1
cds348	61	243	140	56	49	82
cds3480	0	0	0	0	0	35
cds3481	8	40	28	13	5	14
cds3482	1	1	0	2	0	0
cds3483	5	13	6	0	0	0
cds3484	0	1	11	2	0	10
cds3485	27	62	103	51	14	28
cds3486	13	18	22	14	14	18
cds3487	0	0	0	0	0	0
cds3488	12	61	55	22	19	7
cds3489	17	72	48	24	28	40
cds349	1024	1209	625	429	530	993
cds3490	99	557	485	236	67	147
cds3491	60	113	35	28	127	117
cds3492	1	0	0	0	4	35
cds3493	1	10	2	4	5	4
cds3494	28	40	28	16	14	7
cds3495	7	1	0	2	4	19
cds3496	368	1620	1128	485	367	400
cds3497	8	33	33	13	5	7
cds3498	32	205	144	78	41	59
cds3499	171	1094	1057	611	156	251
cds35	30	510	398	216	32	16
cds350	402	444	251	124	569	564
cds3500	10	22	29	11	12	28
cds3501	333	144	126	59	316	384
cds3502	34	7	4	2	34	9
cds3503	7	1	4	0	4	1
cds3504	13	13	12	5	24	41
cds3505	85	107	39	22	40	79
cds3506	137	292	276	143	135	227
cds3507	98	1235	902	360	121	165
cds3508	10	12	9	10	8	24
cds3509	2	17	12	7	4	5
cds351	27	153	174	58	34	35
cds3510	285	323	62	53	248	308
cds3511	78	61	50	29	58	68
cds3512	101	157	138	87	69	104
cds3513	15	65	55	56	46	51
cds3514	72	145	65	40	74	106
cds3515	23	121	148	74	15	39
cds3516	131	782	953	575	144	219
cds3517	127	880	736	428	85	134
cds3518	59	302	245	179	33	45
cds3519	194	383	269	157	102	127
cds352	160	131	76	80	246	201
cds3520	385	412	408	231	289	446
cds3521	64	95	61	34	46	55
cds3522	1234	1284	637	377	779	951
cds3523	378	688	584	253	541	633
cds3524	550	2434	2133	1607	360	346
cds3525	8	166	229	84	2	6
cds3526	217	1138	659	347	175	149
cds3527	33	287	214	129	47	56
cds3528	4	2	9	0	6	1
cds3529	71	1292	754	365	68	147
cds353	31	638	876	527	47	46
cds3530	103	1264	903	415	52	54
cds3531	34	37	47	27	50	49
cds3532	27	39	13	4	5	23
cds3533	380	4736	4079	2194	251	442
cds3534	80	1068	1579	1315	199	220
cds3535	115	64	54	48	54	104
cds3536	26	15	31	11	12	5
cds3537	38	24	5	9	12	26
cds3538	167	131	172	96	101	81
cds3539	981	3420	3902	1980	1429	1374
cds354	84	84	111	40	78	50
cds3540	120	945	899	424	102	195
cds3541	34	67	36	39	17	18
cds3542	54	130	95	111	82	94
cds3543	37	29	43	5	25	44
cds3544	20	163	173	97	24	18
cds3545	148	224	105	79	181	162
cds3546	14	51	37	22	4	5
cds3547	118	295	234	140	138	150
cds3548	210	636	653	274	178	175
cds3549	62	176	131	87	34	75
cds355	49	43	17	29	23	14
cds3550	32	166	56	34	10	28
cds3551	61	175	139	70	52	56
cds3552	235	515	576	314	220	251
cds3553	17	165	107	86	11	40
cds3554	60	189	199	115	72	79
cds3555	1137	2175	1946	677	1116	974
cds3556	405	1961	1341	678	334	465
cds3557	39	171	104	97	46	36
cds3558	30	243	207	102	7	19
cds3559	54	251	292	155	49	79
cds356	20	76	73	37	13	50
cds3560	310	1219	799	354	212	308
cds3561	72	85	54	54	71	71
cds3562	15	264	258	134	6	31
cds3563	793	1025	1150	541	281	393
cds3564	80	191	138	84	179	189
cds3565	18	199	187	93	5	2
cds3566	11	39	6	8	7	19
cds3567	11	56	35	17	31	19
cds3568	5	16	19	7	9	0
cds3569	4	2	12	13	4	15
cds357	90	105	47	43	58	158
cds3570	5	15	11	15	7	11
cds3571	25	49	68	12	10	23
cds3572	79	256	300	147	19	69
cds3573	76	319	283	140	47	77
cds3574	153	1165	1199	709	106	127
cds3575	51	55	27	24	21	44
cds3576	86	120	29	37	102	89
cds3577	91	134	41	38	107	217
cds3578	74	214	37	36	70	60
cds3579	46	83	22	18	109	82
cds358	120	106	44	39	192	232
cds3580	2372	3259	723	510	2393	2781
cds3581	513	3027	1967	976	399	567
cds3582	48	77	46	22	19	42
cds3583	360	31	10	9	475	505
cds3584	43	49	74	24	56	75
cds3585	195	238	754	269	97	54
cds3586	40	56	27	15	18	20
cds3587	49	36	15	9	25	26
cds3588	213	452	172	120	143	224
cds3589	15	9	0	1	6	22
cds359	4	24	8	14	17	22
cds3590	86	629	422	200	94	180
cds3591	4	125	60	33	13	2
cds3592	168	570	236	148	84	85
cds3593	99	837	579	284	78	94
cds3594	2	15	14	17	4	3
cds3595	34	157	39	68	56	79
cds3596	249	295	253	135	237	286
cds3597	944	22	29	11	697	887
cds3598	341	76	49	20	198	285
cds3599	24	23	23	9	39	98
cds36	109	499	333	151	69	70
cds360	32	87	83	62	0	44
cds3600	145	122	38	34	288	174
cds3601	116	279	141	102	43	70
cds3602	208	473	190	124	203	364
cds3603	334	301	161	83	554	535
cds3604	38	155	99	88	56	32
cds3605	23	149	119	46	29	103
cds3606	159	605	336	248	120	193
cds3607	30	116	113	51	23	63
cds3608	77	171	118	49	47	54
cds3609	15	62	43	24	16	15
cds361	47	282	185	101	18	11
cds3610	74	124	70	33	76	112
cds3611	1	22	35	19	14	21
cds3612	75	340	324	141	79	100
cds3613	71	172	129	52	11	44
cds3614	49	197	136	129	44	45
cds3615	66	378	231	161	40	66
cds3616	35	41	18	15	41	37
cds3617	26	20	23	14	22	36
cds3618	5	5	13	3	0	8
cds3619	15	19	7	4	10	32
cds362	221	669	518	344	242	267
cds3620	453	902	815	411	712	597
cds3621	44	132	129	73	22	49
cds3622	42	91	71	25	93	41
cds3623	408	1628	1583	738	347	384
cds3624	467	1633	1504	739	405	472
cds3625	41	208	173	92	14	28
cds3626	505	521	358	186	574	383
cds3627	103	147	114	44	83	88
cds3628	23	133	86	72	28	28
cds3629	46	109	116	38	34	27
cds363	237	714	498	271	178	256
cds3630	718	957	693	447	906	857
cds3631	12	83	63	61	3	19
cds3632	91	697	492	252	126	154
cds3633	44	166	134	68	3	61
cds3634	20	76	63	19	37	47
cds3635	106	114	108	32	67	80
cds3636	82	194	129	86	97	46
cds3637	91	277	251	137	99	106
cds3638	64	310	274	184	72	167
cds3639	6	16	18	10	6	0
cds364	14	175	137	76	25	46
cds3640	34	85	45	33	47	20
cds3641	240	456	389	194	255	359
cds3642	235	496	463	256	230	318
cds3643	25	140	137	75	27	48
cds3644	79	113	100	37	59	144
cds3645	23	168	97	111	10	32
cds3646	15	78	124	41	22	18
cds3647	47	354	348	158	25	53
cds3648	15	61	54	27	0	5
cds3649	56	93	86	83	107	55
cds365	35	74	39	29	18	12
cds3650	10	47	30	20	8	6
cds3651	8	58	27	41	2	11
cds3652	13	266	228	113	38	35
cds3653	54	517	316	214	49	71
cds3654	12	243	146	79	6	5
cds3655	31	250	208	133	69	26
cds3656	66	630	697	353	66	74
cds3657	38	244	228	95	35	41
cds3658	230	343	351	200	271	296
cds3659	79	49	40	30	50	30
cds366	88	218	225	119	80	209
cds3660	14	23	24	5	3	0
cds3661	1	6	9	0	0	0
cds3662	325	467	351	178	229	169
cds3663	106	101	86	85	92	104
cds3664	642	2508	3193	2132	436	571
cds3665	7	115	151	76	13	16
cds3666	4	88	91	53	10	0
cds3667	51	11	0	4	52	18
cds3668	11	17	3	2	10	23
cds3669	15	5	0	0	5	8
cds367	94	380	281	176	73	128
cds3670	0	0	4	0	0	0
cds3671	14	2	0	0	10	14
cds3672	17	32	9	5	36	25
cds3673	6	4	6	11	0	2
cds3674	7	23	13	5	5	7
cds3675	36	89	125	63	61	44
cds3676	5	58	55	24	9	17
cds3677	8	300	199	138	54	33
cds3678	609	2018	1826	866	293	488
cds3679	582	3017	3037	1521	662	627
cds368	77	325	284	158	47	65
cds3680	199	946	607	453	208	352
cds3681	590	595	349	284	648	598
cds3682	88	120	162	107	52	93
cds3683	115	244	151	92	305	248
cds3684	581	1249	1115	643	697	732
cds3685	33	134	117	48	25	10
cds3686	87	122	117	68	111	62
cds3687	47	157	132	71	17	11
cds3688	166	363	340	210	145	172
cds3689	25	57	31	20	41	54
cds369	99	361	344	154	104	148
cds3690	12	8	9	7	2	7
cds3691	7	52	55	28	41	37
cds3692	58	539	615	234	48	95
cds3693	111	46	15	16	159	198
cds3694	6	12	5	3	16	13
cds3695	5	59	43	31	0	10
cds3696	19	154	138	70	29	20
cds3697	919	1157	957	703	843	793
cds3698	456	1088	719	490	268	567
cds3699	53	141	95	43	34	49
cds37	80	163	129	61	203	79
cds370	15	84	48	35	15	19
cds3700	30	42	41	25	25	16
cds3701	196	305	279	141	184	165
cds3702	103	728	614	335	89	104
cds3703	110	369	267	180	105	103
cds3704	317	451	485	183	322	374
cds3705	67	175	133	86	82	148
cds3706	6	13	1	2	7	15
cds3707	70	8	1	5	81	44
cds3708	55	3	3	12	65	54
cds3709	62	907	948	409	76	118
cds371	1	36	3	13	0	2
cds3710	6	225	313	172	29	32
cds3711	20	116	137	61	9	35
cds3712	36	323	453	264	35	14
cds3713	31	36	8	10	54	49
cds3714	25	20	2	4	37	34
cds3715	1	13	6	2	4	2
cds3716	3	1	1	0	0	0
cds3717	4	20	3	5	11	24
cds3718	21	14	9	3	12	22
cds3719	141	230	120	42	75	95
cds372	78	321	181	97	83	163
cds3720	145	271	92	43	121	76
cds3721	261	206	139	79	221	342
cds3722	118	371	244	90	133	104
cds3723	21	37	21	20	9	31
cds3724	44	20	18	3	57	87
cds3725	83	123	65	23	125	159
cds3726	0	0	2	2	0	0
cds3727	28	34	35	8	18	17
cds3728	186	153	103	73	139	186
cds3729	25	0	0	0	13	7
cds373	82	235	204	97	195	189
cds3730	10	5	0	6	4	1
cds3731	11	22	0	11	9	18
cds3732	6	2	0	0	0	0
cds3733	140	68	36	10	109	247
cds3734	334	57	33	19	312	567
cds3735	60	184	35	31	81	93
cds3736	3	7	9	6	4	8
cds3737	8	4	0	0	3	2
cds3738	7	22	4	2	1	1
cds3739	5	36	10	12	10	1
cds374	327	310	212	99	222	224
cds3740	2	37	11	11	11	10
cds3741	26	61	67	29	56	24
cds3742	2	7	8	1	1	2
cds3743	0	0	0	0	5	0
cds3744	0	0	5	0	0	1
cds3745	107	324	310	169	102	145
cds3746	0	6	0	3	0	2
cds3747	1	13	4	3	6	0
cds3748	38	160	86	51	55	17
cds3749	233	343	206	67	151	184
cds375	64	73	83	46	15	36
cds3750	65	735	399	188	69	111
cds3751	7	12	11	10	19	34
cds3752	12	29	35	12	0	20
cds3753	7	16	16	9	22	6
cds3754	0	19	29	19	0	12
cds3755	6	38	24	18	1	17
cds3756	0	3	11	4	10	0
cds3757	145	54	13	18	87	145
cds3758	15	3	2	1	6	15
cds3759	0	0	0	0	5	0
cds376	6	85	34	27	7	0
cds3760	0	4	16	10	1	9
cds3761	2	34	26	14	4	7
cds3762	418	4149	3132	1691	259	419
cds3763	49	90	58	34	46	43
cds3764	165	329	346	151	105	282
cds3765	480	271	288	181	327	507
cds3766	50	78	30	20	19	27
cds3767	75	129	76	34	43	75
cds3768	2	16	11	5	7	13
cds3769	40	87	73	34	34	40
cds377	890	7640	5167	1535	609	839
cds3770	107	254	202	85	65	124
cds3771	11	12	5	7	24	57
cds3772	29	69	60	22	39	40
cds3773	10	20	11	5	7	15
cds3774	211	243	166	75	231	207
cds3775	5	6	0	0	5	19
cds3776	0	6	0	1	0	0
cds3777	30	33	22	8	8	28
cds3778	8	2	2	5	2	10
cds3779	68	111	66	27	34	51
cds378	43	187	154	98	31	37
cds3780	22	19	22	9	12	13
cds3781	433	822	504	259	470	339
cds3782	264	2486	1792	601	137	161
cds3783	589	3130	1893	867	299	366
cds3784	171	1215	693	396	128	126
cds3785	767	5964	3233	1721	532	672
cds3786	9	284	204	94	8	3
cds3787	1	171	162	69	0	1
cds3788	59	818	708	374	50	64
cds3789	32	119	107	48	13	36
cds379	378	820	557	200	318	365
cds3790	11	81	57	31	5	33
cds3791	4	39	22	22	4	2
cds3792	14	9	11	2	15	17
cds3793	1	5	2	0	0	16
cds3794	3	6	0	1	7	2
cds3795	0	0	0	0	0	0
cds3796	11	5	2	0	0	10
cds3797	98	69	62	27	88	107
cds3798	12	76	25	22	18	5
cds3799	71	77	48	26	51	51
cds38	129	228	156	71	76	110
cds380	45	134	56	19	19	21
cds3800	9	2	1	1	2	11
cds3801	1	4	3	1	10	0
cds3802	241	689	481	222	140	169
cds3803	192	319	96	87	114	159
cds3804	12	1	10	3	9	11
cds3805	490	280	193	61	445	389
cds3806	1553	3809	4696	1994	2460	2236
cds3807	207	405	427	177	92	176
cds3808	489	1379	1944	1065	571	523
cds3809	310	1726	1101	513	156	286
cds381	2834	1464	1342	719	4030	2324
cds3810	256	740	332	231	176	187
cds3811	78	259	168	89	85	59
cds3812	63	116	85	57	75	57
cds3813	8	35	21	44	13	17
cds3814	20	127	122	73	43	37
cds3815	395	1210	1126	506	499	628
cds3816	582	1937	1649	651	986	1139
cds3817	18	143	135	76	14	10
cds3818	54	223	201	109	67	110
cds3819	65	229	207	122	48	75
cds382	15	30	73	32	17	14
cds3820	76	120	131	54	70	49
cds3821	12	94	92	43	10	60
cds3822	42	112	99	51	75	54
cds3823	215	558	427	306	193	168
cds3824	134	117	117	58	94	112
cds3825	58	1785	2621	1462	62	92
cds3826	38	100	49	60	47	103
cds3827	143	242	184	87	76	79
cds3828	26	130	73	48	9	12
cds3829	31	252	169	94	19	66
cds383	59	37	6	21	59	38
cds3830	43	267	161	86	32	51
cds3831	22	108	91	43	37	54
cds3832	17	407	379	171	40	35
cds3833	45	251	220	160	40	66
cds3834	7	7	7	8	4	18
cds3835	24	16	9	8	10	59
cds3836	19	195	115	52	12	16
cds3837	1	57	11	16	0	3
cds3838	3	25	9	15	0	2
cds3839	13	83	31	19	13	46
cds384	115	1617	1320	624	108	178
cds3840	19	38	40	26	29	38
cds3841	17	75	66	19	25	32
cds3842	4	19	14	9	5	11
cds3843	59	172	135	72	18	42
cds3844	54	59	39	33	79	50
cds3845	56	30	35	14	28	38
cds3846	55	65	18	23	60	69
cds3847	30	35	30	15	31	67
cds3848	122	374	330	159	116	160
cds3849	25	28	48	18	20	16
cds385	8	9	3	1	2	1
cds3850	130	454	447	397	93	104
cds3851	702	103	107	90	600	551
cds3852	61	200	127	84	114	66
cds3853	120	2851	2284	961	107	202
cds3854	439	10076	7713	3469	428	770
cds3855	42	49	43	34	42	70
cds3856	162	1037	741	707	110	160
cds3857	53	282	90	45	56	41
cds3858	13	12	4	6	35	21
cds3859	2	8	0	5	31	24
cds386	28	180	144	69	25	25
cds3860	65	51	13	13	131	116
cds3861	4	9	7	4	0	5
cds3862	1	4	15	6	12	9
cds3863	8	4	4	2	5	0
cds3864	153	73	48	28	260	247
cds3865	1	2	2	0	7	0
cds3866	13	13	10	9	21	16
cds3867	275	185	111	68	287	340
cds3868	783	451	243	113	797	651
cds3869	3	5	5	3	16	17
cds387	25	86	69	39	8	27
cds3870	40	44	21	8	14	22
cds3871	16	14	12	6	3	15
cds3872	14	109	42	36	22	78
cds3873	29	273	83	40	6	61
cds3874	46	60	7	11	38	23
cds3875	45	6	3	5	19	32
cds3876	1	3	0	5	8	7
cds3877	7	25	7	16	5	3
cds3878	11	14	6	4	7	5
cds3879	26	37	24	6	19	25
cds388	177	331	327	272	395	315
cds3880	8	0	0	2	0	0
cds3881	0	1	0	0	0	0
cds3882	20	15	4	3	3	3
cds3883	59	22	6	12	60	100
cds3884	10	16	12	7	35	16
cds3885	0	0	0	0	0	3
cds3886	65	126	29	9	78	76
cds3887	7	7	5	6	11	22
cds3888	9	33	41	16	8	31
cds3889	6	42	25	13	0	6
cds389	169	695	808	391	164	189
cds3890	10	98	76	23	1	5
cds3891	30	205	128	75	20	54
cds3892	25	285	241	110	10	48
cds3893	4	3	4	0	2	2
cds3894	27	37	47	17	7	19
cds3895	187	360	237	154	282	398
cds3896	7	56	30	10	18	40
cds3897	8	8	6	6	10	15
cds3898	18	44	28	6	1	13
cds3899	0	29	15	13	4	13
cds39	31	42	14	41	31	24
cds390	37	114	70	57	11	58
cds3900	2	4	2	0	0	5
cds3901	0	7	0	5	0	6
cds3902	36	17	17	10	7	28
cds3903	336	76	37	23	536	509
